Instruction,Input,Output,materi,question_id,Template,correct_answer
"Write a python program to parse and print out the name, email, and phone number from a given string.","John Doe, foobar@example.com, 123-456-7890","def parse_contact_info(string):
    name = string.split("", "")[0]
    email = string.split("", "")[1]
    phone_number = string.split("", "")[2]
    print(f""Name: {name} \nEmail: {email} \nPhone Number: {phone_number}"")",Introduction Python,5608,"def parse_contact_info(string):
    name = string.split("", "")[0]
    email = string.split("", "")[1]
    phone_number = string.split("", "")[2]
    print(___)","f""Name: {name} \nEmail: {email} \nPhone Number: {phone_number}"""
Create a Python script to print an nxn matrix containing all the numbers from 1 to n²,5,"def print_matrix(n):  
    matrix = [[0 for x in range(n)] for y in range(n)] 
    k = 1
  
    for i in range(0, n): 
  
        for j in range(0, n): 
  
            matrix[i][j] = k
            k = k + 1
  
    for i in range(0, n): 
  
        for j in range(0, n): 
            print(matrix[i][j], end = "" "")
    
        print("""")",Introduction Python,5621,"def print_matrix(n):  
    matrix = [[0 for x in range(n)] for y in range(n)] 
    k = 1
  
    for i in range(0, n): 
  
        for j in range(0, n): 
  
            matrix[i][j] = k
            k = k + 1
  
    for i in range(0, n): 
  
        for j in range(0, n): 
            print(___)
    
        print("""")","matrix[i][j], end = "" """
"Create a program in Python that takes an integer n as input and prints out n lines of ""Hello World!""",5,"def hello_world_lines(n):
    for i in range(n):
        print(""Hello World!"")",Introduction Python,5626,"def hello_world_lines(n):
    for i in range(n):
        print(___)","""Hello World!"""
"Create a Python program to print the nth Fibonacci number in the sequence, where n is provided as an input.",n = 10,"def Fibonacci(n): 
	a = 0
	b = 1
	if n < 0: 
		print(""Incorrect input"") 
	elif n == 0: 
		return a 
	elif n == 1: 
		return b 
	else: 
		for i in range(2,n+1): 
			c = a + b 
			a = b 
			b = c 
		return b 

print(Fibonacci(10))",Introduction Python,5725,"def Fibonacci(n): 
	a = 0
	b = 1
	if n < 0: 
		print(___) 
	elif n == 0: 
		return a 
	elif n == 1: 
		return b 
	else: 
		for i in range(2,n+1): 
			c = a + b 
			a = b 
			b = c 
		return b 

print(Fibonacci(10))","""Incorrect input"""
Generate a Python script to create a list of numbers in the range 0-n (inclusive) and print it.,n = 10,"n = 10

list_numbers = []
for i in range(0,n+1):
    list_numbers.append(i)

print(list_numbers)",Introduction Python,5733,"n = 10

list_numbers = []
for i in range(0,n+1):
    list_numbers.append(i)

print(___)",list_numbers
Create a Python script to print out the multiplication table for the given number.,4,"def printMultTable(n):
    for i in range(1, 11):
        print(n, 'x', i, '=', n*i)

printMultTable(4)",Introduction Python,5777,"def printMultTable(n):
    for i in range(1, 11):
        print(___)

printMultTable(4)","n, 'x', i, '=', n*i"
Create a Python program to print out a listed dictionary.,"my_dict = {'Name': 'John', 'Age': 26, 'Gender': 'Male'}","for key, value in my_dict.items(): 
  print(f""{key}: {value}"")",Introduction Python,5787,"for key, value in my_dict.items(): 
  print(___)","f""{key}: {value}"""
"Edit the following Python code to print out ""Hello World"" 5 times.","print(""Hello World"")","for i in range(5):
    print(""Hello World"")",Introduction Python,5821,"for i in range(5):
    print(___)","""Hello World"""
Write a python script to print out every possible combination of letters given a list of characters,"[""a"", ""b"", ""c""]","from itertools import product

# Create a function to generate every possible combination
def generate_combinations(chars):
    for combination in product(*chars):
        combination = """".join(combination)
        print(combination)
        
# Input list of characters
chars = [""a"",""b"",""c""]

# Generate all combinations
generate_combinations(chars)",Introduction Python,5837,"from itertools import product

# Create a function to generate every possible combination
def generate_combinations(chars):
    for combination in product(*chars):
        combination = """".join(combination)
        print(___)
        
# Input list of characters
chars = [""a"",""b"",""c""]

# Generate all combinations
generate_combinations(chars)",combination
Write a Python script to loop through a list of numbers and print out only the even numbers.,"List of numbers: [3, 7, 10, 15, 17, 20]","my_list = [3, 7, 10, 15, 17, 20]

for number in my_list: 
  if (number % 2 == 0): 
    print(number)",Introduction Python,5872,"my_list = [3, 7, 10, 15, 17, 20]

for number in my_list: 
  if (number % 2 == 0): 
    print(___)",number
Analyze a given list of numbers and print out the mean and variance using Python.,"numbers = [2, 4, 6, 9, 12, 13]","def analyze_list(numbers):
 mean = 0
 for num in numbers:
 mean += num
 mean /= len(numbers)
 
 variance = 0
 for num in numbers:
 variance += (num - mean)**2
 variance /= len(numbers)
 
 print(""Mean:"", mean)
 print(""Variance:"", variance)",Introduction Python,5884,"def analyze_list(numbers):
 mean = 0
 for num in numbers:
 mean += num
 mean /= len(numbers)
 
 variance = 0
 for num in numbers:
 variance += (num - mean)**2
 variance /= len(numbers)
 
 print(___)
 print(""Variance:"", variance)","""Mean:"", mean"
Write a Python program to print the factorial of a number.,5,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)

num = 5
print(""The factorial of"", num, ""is"", factorial(num))",Introduction Python,5886,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)

num = 5
print(___))","""The factorial of"", num, ""is"", factorial(num"
Generate Python code to print the smallest number in a given list of numbers.,"[24, 14, 67, 89, 34, 52]","list_of_numbers = [24, 14, 67, 89, 34, 52]
print(min(list_of_numbers))",Introduction Python,5896,"list_of_numbers = [24, 14, 67, 89, 34, 52]
print(___))",min(list_of_numbers
Create a basic function in Python to extract the first digit from a number.,Number: 2458,"def firstDigit(num):
	return int(str(num)[0])

num = 2458
print(firstDigit(num)) # 2",Introduction Python,5910,"def firstDigit(num):
	return int(str(num)[0])

num = 2458
print(___)) # 2",firstDigit(num
Create a for-loop in Python to loop through the items in a list and print their elements.,"names = ['John', 'Kate', 'Mike', 'Alex']","for name in names:
    print(name)",Introduction Python,5914,"for name in names:
    print(___)",name
Create a program in Python to print the following pattern,n = 5,"def print_pattern(n):
    for i in range(1, n+1):
        for j in range(1, i+1):
            print(j, end="""")
        print("""")

print_pattern(5)",Introduction Python,5923,"def print_pattern(n):
    for i in range(1, n+1):
        for j in range(1, i+1):
            print(___)
        print("""")

print_pattern(5)","j, end="""""
Write a python program to print the Fibonacci series upto n terms.,6,"def fibonacci_series(n):
    if n==0:
        return 0
    elif n==1:
        return 1
    else: 
        return fibonacci_series(n-1) + fibonacci_series(n-2)

for i in range(6):
    print(fibonacci_series(i), end=', ')",Introduction Python,5946,"def fibonacci_series(n):
    if n==0:
        return 0
    elif n==1:
        return 1
    else: 
        return fibonacci_series(n-1) + fibonacci_series(n-2)

for i in range(6):
    print(___), end=', ')",fibonacci_series(i
Compose a piece of code to print the length of a given string.,"""Python""","string = ""Python""
print(""Length of the given string is:"", len(string))",Introduction Python,5958,"string = ""Python""
print(___))","""Length of the given string is:"", len(string"
Write a function in Python to print the top n elements of an array.,"[2, 3, 4, 5, 1], top_n = 3","def max_n_elements(arr, n):
    res = []
    for i in range(n):
        max_val = max(arr)
        res.append(max_val)
        arr.remove(max_val)
        
    return res
    
arr = [2, 3, 4, 5, 1] 
top_n = 3
print(max_n_elements(arr, top_n))",Introduction Python,5974,"def max_n_elements(arr, n):
    res = []
    for i in range(n):
        max_val = max(arr)
        res.append(max_val)
        arr.remove(max_val)
        
    return res
    
arr = [2, 3, 4, 5, 1] 
top_n = 3
print(___))","max_n_elements(arr, top_n"
Debug the following Python program to print the given output.,"a = [3,4,6,2,1]
for x in a:
 print(x)
Expected Output:
1
2
3
4
6","a = [3,4,6,2,1]
for x in a:
 print(x)
a.sort() 
for x in a:
 print(x) 

Output:
1
2
3
4
6",Introduction Python,5978,"a = [3,4,6,2,1]
for x in a:
 print(___)
a.sort() 
for x in a:
 print(x) 

Output:
1
2
3
4
6",x
Create a Python program to find and print all pairs of numbers from a given array of integers whose sum is equal to a given number.,"[3, 4, 2, 8, 5, 6], the number should be 10","array = [3, 4, 2, 8, 5, 6]
sum = 10

def find_pair(array,sum):
 for i in range (len(array)-1):
  for j in range (i+1, len(array)):
   if array[i] + array[j] == sum:
    print(""Pair found:"",array[i], array[j])

find_pair(array,sum)",Introduction Python,5989,"array = [3, 4, 2, 8, 5, 6]
sum = 10

def find_pair(array,sum):
 for i in range (len(array)-1):
  for j in range (i+1, len(array)):
   if array[i] + array[j] == sum:
    print(___)

find_pair(array,sum)","""Pair found:"",array[i], array[j]"
Write a Python code snippet to print Hello multipe times as per a given number.,number = 10,"for i in range(number):
    print(""Hello"")",Introduction Python,6007,"for i in range(number):
    print(___)","""Hello"""
Design an algorithm in Python to print out binary numbers between 1 and N.,3,"def print_binary(n):
 if n == 0:
  return
 
 print_binary(n-1)
 print(bin(n))
 
print_binary(3)
 
# Output: 
# 0b1
# 0b10
# 0b11",Introduction Python,6009,"def print_binary(n):
 if n == 0:
  return
 
 print_binary(n-1)
 print(___))
 
print_binary(3)
 
# Output: 
# 0b1
# 0b10
# 0b11",bin(n
Create a Python program to parse a list of strings and print the words with odd length.,"['abc', 'hello', 'world']","list = ['abc', 'hello', 'world']

for word in list:
    if (len(word) % 2 != 0):
        print(word)",Introduction Python,6012,"list = ['abc', 'hello', 'world']

for word in list:
    if (len(word) % 2 != 0):
        print(___)",word
Generate code to print each element of a list of strings in Python.,"[""apple"", ""banana"", ""cherry""]","for item in [""apple"", ""banana"", ""cherry""]:
    print(item)",Introduction Python,6021,"for item in [""apple"", ""banana"", ""cherry""]:
    print(___)",item
Create a Python program to read in 15 integers and print the sum of them.,"[1, 5, 9, 0, 2, 4, 7, 8, 6, 10, 3, 11, 12, 13, 14]","def sum_nums(nums):
    total = 0
    for num in nums:
        total += num
    return total

lst = [1, 5, 9, 0, 2, 4, 7, 8, 6, 10, 3, 11, 12, 13, 14]
total = sum_nums(lst)
print(total)",Introduction Python,6062,"def sum_nums(nums):
    total = 0
    for num in nums:
        total += num
    return total

lst = [1, 5, 9, 0, 2, 4, 7, 8, 6, 10, 3, 11, 12, 13, 14]
total = sum_nums(lst)
print(___)",total
Write a python statement to print out the elements of the given list.,"my_list = [1, 2, 3]",print(my_list),Introduction Python,6084,print(___),my_list
Modify the below Python code to print the type of a given input.,input_value = 4,"input_value = 4

print(type(input_value))",Introduction Python,6085,"input_value = 4

print(___))",type(input_value
Generate a Python program to read in an array of integers and print out the largest two integers.,"[2, 10, 5, 8, 1]","array = [2, 10, 5, 8, 1]  
array.sort()

print(""The largest two integers are:"")
print(array[-1], array[-2])",Introduction Python,6094,"array = [2, 10, 5, 8, 1]  
array.sort()

print(___)
print(array[-1], array[-2])","""The largest two integers are:"""
Build a program in Python to print out the first n prime numbers.,The value of n: 10,"def n_primes(n):
    count = 0
    number = 2

    while count < n:
        is_prime = True

        for i in range (2, number): 
            if number % i == 0:
                is_prime = False
        
        if is_prime: 
            print(number, end="" "")
            count += 1

        number += 1


n_primes(10)",Introduction Python,6116,"def n_primes(n):
    count = 0
    number = 2

    while count < n:
        is_prime = True

        for i in range (2, number): 
            if number % i == 0:
                is_prime = False
        
        if is_prime: 
            print(___)
            count += 1

        number += 1


n_primes(10)","number, end="" """
Create a Python program to print out the output as shown.,"A list of numbers [1, 2, 3, 4, 5].","list = [1, 2, 3, 4, 5]
print(""The list is: "")
for i in list:
print(i, end="" "")",Introduction Python,6131,"list = [1, 2, 3, 4, 5]
print(___)
for i in list:
print(i, end="" "")","""The list is: """
Create a basic web scraper in Python that takes a URL as input and returns the text content of that URL.,https://www.example.com,"import requests
from bs4 import BeautifulSoup

url = 'https://www.example.com'
response = requests.get(url)
soup = BeautifulSoup(response.text, 'html.parser')

text = soup.get_text()

print(text)",Introduction Python,6143,"import requests
from bs4 import BeautifulSoup

url = 'https://www.example.com'
response = requests.get(url)
soup = BeautifulSoup(response.text, 'html.parser')

text = soup.get_text()

print(___)",text
Create a script in Python to print out the 5 most frequent words in a given input string.,"input=""Python is a great programming language""","from collections import Counter

input = ""Python is a great programming language""
words = input.split()

counts = Counter(words)

for word, count in counts.most_common(5):
    print(word, count)",Introduction Python,6144,"from collections import Counter

input = ""Python is a great programming language""
words = input.split()

counts = Counter(words)

for word, count in counts.most_common(5):
    print(___)","word, count"
Create a Python program to iterate through a dictionary and print out all the values.,"{""a"":1, ""b"":2, ""c"":3, ""d"":4}","my_dict = {""a"":1, ""b"":2, ""c"":3, ""d"":4}

for key, value in my_dict.items():
    print(value)",Introduction Python,6155,"my_dict = {""a"":1, ""b"":2, ""c"":3, ""d"":4}

for key, value in my_dict.items():
    print(___)",value
Generate a Python program to print out the even numbers from a given list.,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","list = [1,2,3,4,5,6,7,8,9] 

for num in list: 
    if num % 2 == 0: 
       print(num, end = "" "")",Introduction Python,6184,"list = [1,2,3,4,5,6,7,8,9] 

for num in list: 
    if num % 2 == 0: 
       print(___)","num, end = "" """
Write a Python program to print the maximum number from a given list.,"[5, 4, 2, 7, 12]","def max_num(nums):
    max = nums[0]
    for num in nums[1:]:
        if num > max:
            max = num
    return max

nums = [5, 4, 2, 7, 12]
print(max_num(nums))",Introduction Python,6190,"def max_num(nums):
    max = nums[0]
    for num in nums[1:]:
        if num > max:
            max = num
    return max

nums = [5, 4, 2, 7, 12]
print(___))",max_num(nums
Write a Python program to print the given list after removing even numbers from it.,"[3, 5, 7, 4, 8, 10]","list_odd = [] 
for num in [3, 5, 7, 4, 8, 10]:
    if num %2 != 0:
        list_odd.append(num)
        
print(list_odd)",Introduction Python,6216,"list_odd = [] 
for num in [3, 5, 7, 4, 8, 10]:
    if num %2 != 0:
        list_odd.append(num)
        
print(___)",list_odd
Build a Python program to print out the 3 largest odd numbers in a given list.,"[4, 7, -1, 2, 8, 5]","list_of_nums = [4, 7, -1, 2, 8, 5]

largest_odd_numbers = []

for num in list_of_nums:
    if num % 2 != 0 and len(largest_odd_numbers) < 3:
        largest_odd_numbers.append(num)

largest_odd_numbers.sort()
print (largest_odd_numbers)",Introduction Python,6243,"list_of_nums = [4, 7, -1, 2, 8, 5]

largest_odd_numbers = []

for num in list_of_nums:
    if num % 2 != 0 and len(largest_odd_numbers) < 3:
        largest_odd_numbers.append(num)

largest_odd_numbers.sort()
print(___)",largest_odd_numbers
"Create a Python script that parses a JSON string and complete the following tasks: (1) convert the string to an object, (2) sort the object by keys, and (3) print the object in a formatted way.","{""a"": 3, ""b"": 1, ""c"": 2}","import json 

# Convert the string to an object 
data = json.loads('{""a"": 3, ""b"": 1, ""c"": 2}')

# Sort the object by keys 
sorted_data = {k: data[k] for k in sorted(data.keys())}

# Print the object in a formatted way 
print(json.dumps(sorted_data, indent=4))",Introduction Python,6267,"import json 

# Convert the string to an object 
data = json.loads('{""a"": 3, ""b"": 1, ""c"": 2}')

# Sort the object by keys 
sorted_data = {k: data[k] for k in sorted(data.keys())}

# Print the object in a formatted way 
print(___))","json.dumps(sorted_data, indent=4"
Create a basic Python program to split a given string in words and save them in an array.,"String = ""This is a sentence.""","string = ""This is a sentence.""
words = string.split("" "")
print(words)
# Output: ['This', 'is', 'a', 'sentence.']",Introduction Python,6311,"string = ""This is a sentence.""
words = string.split("" "")
print(___)
# Output: ['This', 'is', 'a', 'sentence.']",words
"Using a for loop and if block, write a Python program to print numbers divisible by 5.","Start: 1
End: 20","for num in range(1, 20): 
    if num % 5 == 0: 
        print(num)",Introduction Python,6325,"for num in range(1, 20): 
    if num % 5 == 0: 
        print(___)",num
"Given a string ""Hello World"", write a Python program to generate an encrypted version of the string.",Hello World,"encrypted_string = ''
for c in 'Hello World':
 encrypted_string += chr(ord(c) + 3)

print(encrypted_string) # Khoor Zruog",Introduction Python,6327,"encrypted_string = ''
for c in 'Hello World':
 encrypted_string += chr(ord(c) + 3)

print(___) # Khoor Zruog",encrypted_string
Write a loop in Python to iterate through a list and print all elements that have an even length.,"List: [""apples"", ""oranges"", ""bananas"", ""pineapples""]","list_x = [""apples"", ""oranges"", ""bananas"", ""pineapples""]
for item in list_x:
 if(len(item) % 2 == 0):
  print(item)
#output: apples, oranges, pineapples",Introduction Python,6351,"list_x = [""apples"", ""oranges"", ""bananas"", ""pineapples""]
for item in list_x:
 if(len(item) % 2 == 0):
  print(___)
#output: apples, oranges, pineapples",item
Write a Python function to print the first n rows of Pascal's triangle.,5,"def pascal_triangle(rows): 
 triangle = [[1]] 
 for i in range(rows - 1): 
 last_row = triangle[-1]
 new_row = [1] 
 for j in range(len(last_row) - 1): 
 new_row.append(last_row[j] + last_row[j+1]) 
 new_row.append(1) 
 triangle.append(new_row)
 
 for row in triangle: 
 print(row)

pascal_triangle(5)",Introduction Python,6364,"def pascal_triangle(rows): 
 triangle = [[1]] 
 for i in range(rows - 1): 
 last_row = triangle[-1]
 new_row = [1] 
 for j in range(len(last_row) - 1): 
 new_row.append(last_row[j] + last_row[j+1]) 
 new_row.append(1) 
 triangle.append(new_row)
 
 for row in triangle: 
 print(___)

pascal_triangle(5)",row
Write a Python program to print all the numbers from the given list which are divisible by 7.,"[7, 14, 21, 28, 35, 42, 49]","def divisible_by_seven(number_list):
    for i in number_list:
        if i % 7 == 0:
            print(i)",Introduction Python,6372,"def divisible_by_seven(number_list):
    for i in number_list:
        if i % 7 == 0:
            print(___)",i
"Write a Python script to print all prime numbers between two numbers, a and b (where a<b).","a = 11
b = 20","for num in range(a, b+1): 
   if num > 1: 
       for i in range(2, num): 
           if (num % i) == 0: 
               break
       else: 
           print(num)",Introduction Python,6398,"for num in range(a, b+1): 
   if num > 1: 
       for i in range(2, num): 
           if (num % i) == 0: 
               break
       else: 
           print(___)",num
Write a Python program to print the square root of a given number input from the user.,"""64""","import math

num = float(input(""Enter a number: ""))

# checking if the number is negative
if num < 0:
    print(""The square root of the given number cannot be computed"")
else:
    print(""The square root of the given number is:"",math.sqrt(num))",Introduction Python,6429,"import math

num = float(input(""Enter a number: ""))

# checking if the number is negative
if num < 0:
    print(___)
else:
    print(""The square root of the given number is:"",math.sqrt(num))","""The square root of the given number cannot be computed"""
Write a Python program to print the elements of a list from the last to the first.,"_list = [1,2,3,4,5]","_list = [1,2,3,4,5]

# Iterate through the list in reverse order
for i in range(len(_list) - 1, -1, -1): 
    print(_list[i]) 
  
# Output: 
# 5 
# 4 
# 3 
# 2 
# 1",Introduction Python,6440,"_list = [1,2,3,4,5]

# Iterate through the list in reverse order
for i in range(len(_list) - 1, -1, -1): 
    print(___) 
  
# Output: 
# 5 
# 4 
# 3 
# 2 
# 1",_list[i]
Generate a correct Python program to print out the sequence of numbers in ascending order from a given list.,"[10, 5, 2, 8, 12]","for i in sorted([10, 5, 2, 8, 12]):
        print(i)",Introduction Python,6452,"for i in sorted([10, 5, 2, 8, 12]):
        print(___)",i
Design a Python script to print out the names and ages of people in a given list.,"[{""name"": ""John"", ""age"": 30}, {""name"": ""Mary"", ""age"": 25}, {""name"": ""Greg"", ""age"": 28}]","def print_names_and_ages(people):
    for person in people:
        print(""Name: {}\nAge: {}"".format(person['name'], person['age']))",Introduction Python,6471,"def print_names_and_ages(people):
    for person in people:
        print(___))","""Name: {}\nAge: {}"".format(person['name'], person['age']"
Modify the following python code to take in an argument to carry out a specific operation and print it out.,"def operation():
    result = 2*2
    print(result)","def operation(op):
    result = eval(op)
    print(result)

operation('2*2') # prints 4",Introduction Python,6474,"def operation(op):
    result = eval(op)
    print(___)

operation('2*2') # prints 4",result
Manipulate a python dictionary to print the duplicate keys in a key-value pair.,"dictionary = {'a': 1, 'c': 3, 'b': 2, 'd': 4, 'a': 1}","for key, value in dictionary.items():
    if dictionary.count(key) > 1:
        print(key)",Introduction Python,6481,"for key, value in dictionary.items():
    if dictionary.count(key) > 1:
        print(___)",key
"Generate a Bash script that runs a Python program. The Python program should receive a string as input, print its size, and then sort the string in alphabetical order.","Sample string: ""Hello, world""","#!/bin/bash
# Script to run Python program

input_string=""Hello, world""

python <<END

input_string=""$input_string""

print(""Input string:"", input_string)
print(""Size of string:"", len(input_string))
print(""Sorted string:"", ''.join(sorted(input_string)))

END",Introduction Python,6493,"#!/bin/bash
# Script to run Python program

input_string=""Hello, world""

python <<END

input_string=""$input_string""

print(___)
print(""Size of string:"", len(input_string))
print(""Sorted string:"", ''.join(sorted(input_string)))

END","""Input string:"", input_string"
Create a Python program to print out the elements of a list in reverse order.,"mylist = [1, 2, 3, 4, 5]","# Creating a new reversed list
reversed_list = mylist[::-1]

# Iterating through the list and printing each element
for num in reversed_list:
    print(num)",Introduction Python,6554,"# Creating a new reversed list
reversed_list = mylist[::-1]

# Iterating through the list and printing each element
for num in reversed_list:
    print(___)",num
Write a Python code to store and print the multiplication table of a given number.,num = 5,"# Function to print the multiplication table
def print_multiplication_table(num):
    # Iterate over numbers from 1 to 10
    for i in range(1, 11):
        print('{0} x {1} = {2}'.format(num, i, num*i))

print_multiplication_table(5)",Introduction Python,6591,"# Function to print the multiplication table
def print_multiplication_table(num):
    # Iterate over numbers from 1 to 10
    for i in range(1, 11):
        print(___))

print_multiplication_table(5)","'{0} x {1} = {2}'.format(num, i, num*i"
Modify the following Python code to print the length of a given string.,"string = ""Hello World!""

def print_length(string):
    print(string)","string = ""Hello World!""

def print_length(string):
    print(len(string))",Introduction Python,6629,"string = ""Hello World!""

def print_length(string):
    print(___))",len(string
Write a Python program to process an array of strings. The program should print out the characters in each string in reverse order.,"[ ""Hello"", ""World"" ]","# Input array
arr = [""Hello"", ""World""]

# Loop through each string
for s in arr:
 # Print the string in reverse order
 print(s[::-1])

# Output
olleH
dlroW",Introduction Python,6637,"# Input array
arr = [""Hello"", ""World""]

# Loop through each string
for s in arr:
 # Print the string in reverse order
 print(___)

# Output
olleH
dlroW",s[::-1]
Write a Python program to remove the duplicates in a list and print the list in ascending order.,"[10,7,9,12,11,7,9,10]","""""""
Write a Python program to remove the duplicates in a list and print the list in ascending order
""""""

def remove_duplicates_ascending(l):
    return sorted(list(set(l)))

if __name__ == ""__main__"":
    l = [10,7,9,12,11,7,9,10]
    res = remove_duplicates_ascending(l)
    print(res) # [7, 9, 10, 11, 12]",Introduction Python,6654,"""""""
Write a Python program to remove the duplicates in a list and print the list in ascending order
""""""

def remove_duplicates_ascending(l):
    return sorted(list(set(l)))

if __name__ == ""__main__"":
    l = [10,7,9,12,11,7,9,10]
    res = remove_duplicates_ascending(l)
    print(___) # [7, 9, 10, 11, 12]",res
Edit the following Python program to print all the even numbers from 0 to 10.,"for i in range(10):
    print(i)","for i in range(11):
  if i % 2 == 0:
    print(i)",Introduction Python,6660,"for i in range(11):
  if i % 2 == 0:
    print(___)",i
Write a Python program to print out the grade of a student based on the given marks,60,"def get_grade(marks):
    if marks >= 90:
        grade = ""A+""
    elif marks >= 80 and marks < 90:
        grade = ""A""
    elif marks >= 70 and marks < 80:
        grade = ""B+""
    elif marks >= 60 and marks < 70:
        grade = ""B""
    elif marks >= 50 and marks < 60:
        grade = ""C+""
    else:
        grade = ""F""
    
    print(""Grade: %s"" %grade)

marks = 60
get_grade(marks)",Introduction Python,6671,"def get_grade(marks):
    if marks >= 90:
        grade = ""A+""
    elif marks >= 80 and marks < 90:
        grade = ""A""
    elif marks >= 70 and marks < 80:
        grade = ""B+""
    elif marks >= 60 and marks < 70:
        grade = ""B""
    elif marks >= 50 and marks < 60:
        grade = ""C+""
    else:
        grade = ""F""
    
    print(___)

marks = 60
get_grade(marks)","""Grade: %s"" %grade"
Write a Python program to print the numbers of a specified list after removing even numbers from it.,"data_list = [12, 17, 24, 29, 18, 11, 16]","def remove_even_numbers(data_list):
    return [x for x in data_list if x%2 != 0]

print(remove_even_numbers(data_list))",Introduction Python,6702,"def remove_even_numbers(data_list):
    return [x for x in data_list if x%2 != 0]

print(___))",remove_even_numbers(data_list
Build a command-line tool in Python 3 that will print a table of Prime Numbers up to a specified number (argument).,Max number: 100,"#!/usr/bin/env python3

import sys

maximum = int(sys.argv[1])

print('Prime numbers up to {}:'.format(maximum))
print('----------------------------')

for num in range(2, maximum+1):
    prime = True
    for i in range(2, num):
        if num % i == 0:
            prime = False
            break

    if prime:
        print(num, end=' ')",Introduction Python,6712,"#!/usr/bin/env python3

import sys

maximum = int(sys.argv[1])

print(___))
print('----------------------------')

for num in range(2, maximum+1):
    prime = True
    for i in range(2, num):
        if num % i == 0:
            prime = False
            break

    if prime:
        print(num, end=' ')",'Prime numbers up to {}:'.format(maximum
You need to edit an existing Python program. The program to accept and print a sentence.,"str1 = ""Hello World""","str1 = ""Hello World""

print(str1)",Introduction Python,6724,"str1 = ""Hello World""

print(___)",str1
Create a Python program to detect and print the number of vowels in a given string.,Hi everyone,"def number_of_vowels(s):
    count = 0
    for char in s:
        if char in 'aeiouAEIOU':
            count += 1
    return count

s = 'Hi everyone'
print('The number of vowels in the given string is :', number_of_vowels(s))",Introduction Python,6742,"def number_of_vowels(s):
    count = 0
    for char in s:
        if char in 'aeiouAEIOU':
            count += 1
    return count

s = 'Hi everyone'
print(___))","'The number of vowels in the given string is :', number_of_vowels(s"
Create a Python code snippet to print the number of elements in an array,"arr = [1, 2, 3, 4]","arr = [1, 2, 3, 4]

print(len(arr))",Introduction Python,6747,"arr = [1, 2, 3, 4]

print(___))",len(arr
Create a basic Python program to generate a string of unique random characters.,Length of the string: 10,"import random
import string

def generateRandomString(length):
 characters = string.ascii_lowercase + string.ascii_uppercase + string.digits

 return ''.join(random.choice(characters) for _ in range(length))

print(generateRandomString(10))",Introduction Python,6776,"import random
import string

def generateRandomString(length):
 characters = string.ascii_lowercase + string.ascii_uppercase + string.digits

 return ''.join(random.choice(characters) for _ in range(length))

print(___))",generateRandomString(10
Implement a basic algorithm in Python to calculate the nth Fibonacci number.,6,"def fibonacci(n):
 if n == 0:
 return 0
 elif n == 1:
 return 1
 else:
 return fibonacci(n - 1) + fibonacci(n - 2)
 
print(fibonacci(6)) // 8",Introduction Python,6779,"def fibonacci(n):
 if n == 0:
 return 0
 elif n == 1:
 return 1
 else:
 return fibonacci(n - 1) + fibonacci(n - 2)
 
print(___)) // 8",fibonacci(6
Create a Python 2 program to print the following pattern.,"Pattern to display:

1
2 3
4 5 6
7 8 9 10","for i in range(1, 11):
    for j in range(1, i+1):
        print(i+(j-1)*i, end="" "")
    print()",Introduction Python,6803,"for i in range(1, 11):
    for j in range(1, i+1):
        print(___)*i, end="" "")
    print()",i+(j-1
Edit the Python code to print the sum of two given numbers.,"a = 1
b = 2","a = 1 
b = 2
sum = a + b 
print(sum) # 3",Introduction Python,6804,"a = 1 
b = 2
sum = a + b 
print(___) # 3",sum
Generate a Python code to print the symmetric differences between two sets.,"Set1 = {1, 3, 4, 8} 
Set2 = {2, 3, 5, 6}","# Define sets
Set1 = {1, 3, 4, 8} 
Set2 = {2, 3, 5, 6}

# Compute the symmetric difference
difference = Set1.symmetric_difference(Set2) 
  
# Print the symmetric differences 
print(""The symmetric differences between the two sets :"", difference)",Introduction Python,6822,"# Define sets
Set1 = {1, 3, 4, 8} 
Set2 = {2, 3, 5, 6}

# Compute the symmetric difference
difference = Set1.symmetric_difference(Set2) 
  
# Print the symmetric differences 
print(___)","""The symmetric differences between the two sets :"", difference"
Create a basic web scraper using Python to retrieve the content of a web page.,URL: https://www.example.com,"import requests
from bs4 import BeautifulSoup

url = ""https://www.example.com""

page = requests.get(url)

soup = BeautifulSoup(page.text, 'html.parser')

content = soup.find_all('p')

print(content)",Introduction Python,6823,"import requests
from bs4 import BeautifulSoup

url = ""https://www.example.com""

page = requests.get(url)

soup = BeautifulSoup(page.text, 'html.parser')

content = soup.find_all('p')

print(___)",content
Write a Python code which will print out the number of words in a string.,Example string,"def wordCount(str): 
    count = len(str.split()) 
    return count 

print(wordCount(""Example string"")) 

# Output: 2",Introduction Python,6824,"def wordCount(str): 
    count = len(str.split()) 
    return count 

print(___)) 

# Output: 2","wordCount(""Example string"""
Create a Python program to print the numbers in descending order.,"[10, 3, 5, 8, 7]","lst = [10, 3, 5, 8, 7]

lst.sort(reverse=True)

for n in lst:
    print(n)",Introduction Python,6856,"lst = [10, 3, 5, 8, 7]

lst.sort(reverse=True)

for n in lst:
    print(___)",n
